Hip	Const-abbreviations	Const-names	ProperName	B-F-ID	F-ID	B-ID	RA	Dec	Distance	Mag	AbsMag	Spectrum	ColorIndex
39095							7.99779309	-18.39914242	73.04601899	4.61	0.2920172407	A1V	0.087
36145	Lyn	Lynx		21	21 Lyn		7.44523915	49.21164489	76.27765065	4.61	0.1980134585	A1V	-0.001
1366	And	Andromeda		24The	24 And	θ And	0.28487101	38.68167915	77.63975155	4.61	0.1595793151	A2V	0.059
14817	Per	Perseus		28Ome	28 Per	ω Per	3.18816707	39.61157075	93.5453695	4.61	-0.245111474	K1III	1.115
443	Psc	Pisces		33	33 Psc		0.08892938	-5.70783255	39.40110323	4.61	1.632458089	K1III	1.029
76219	Lib	Libra		37	37 Lib		15.56958881	-10.06395962	28.95193978	4.61	2.301611666	K1IV	1
101474	Cyg	Cygnus		47	47 Cyg		20.56505228	35.25086482	284.9002849	4.61	-2.663464418	K2Ib comp	1.593
8833	Psc	Pisces		111Xi	111 Psc	ξ Psc	1.89259348	3.18747844	58.44535359	4.61	0.7762500477	K0III SB	0.928
54301							11.10902064	-62.42413654	113.3786848	4.62	-0.6526570743	G8III	0.988
56480							11.57936442	-54.26413167	142.0454545	4.62	-1.142136704	B9V	-0.077
62327							12.77298597	-56.48877967	121.3592233	4.62	-0.8003639415	B3V	-0.15
44824	Pyx	Pyxis		Kap		κ Pyx	9.13412701	-25.85853691	149.4768311	4.62	-1.252869411	K4/K5III	1.594
63007	Cru	Crux		Lam		λ Cru	12.91089445	-59.14666538	110.3752759	4.62	-0.5943590116	B4Vn	-0.153
90982	CrA	Corona Austrina		The		θ CrA	18.5583778	-42.31245871	265.9574468	4.62	-2.504060775	G5III	0.994
80628	Oph	Ophiuchus		3Ups	3 Oph	υ Oph	16.46339637	-8.37170055	37.49531309	4.62	1.750115078	A3m	0.185
4422	Cas	Cassiopeia		28Ups2	28 Cas	υ2 Cas	0.94444736	59.18116582	63.13131313	4.62	0.6187758863	G8III-IV	0.957
18673	Eri	Eridanus		36Tau9	36 Eri	τ9 Eri	3.99874336	-24.01625677	101.5228426	4.62	-0.4128188475	Ap Si	-0.121
25923	Ori	Orion		36Ups	36 Ori	υ Ori	5.53218341	-7.30152625	473.9336493	4.62	-3.758587724	B0V	-0.261
88175	Ser	Serpens		57Zet	57 Ser	ζ Ser	18.00803345	-3.69016112	23.19647414	4.62	2.792890114	F3V	0.39
54182	Leo	Leo		63Chi	63 Leo	χ Leo	11.08367497	7.33612254	28.95193978	4.62	2.311611666	F2III-IVvar	0.332
92946	Ser	Serpens		63The1	63 Ser	θ1 Ser	18.93698898	4.20352956	40.43671654	4.62	1.586120582	A5V	0.161
23497	Tau	Taurus		102Iot	102 Tau	ι Tau	5.05158446	21.5900617	49.97501249	4.62	1.126235443	A7V	0.155
38500							7.8843451	-49.61307949	220.7505519	4.63	-2.08950899	B1.5Vp	-0.228
42835							8.72788341	-7.23372781	185.1851852	4.63	-1.708031201	G2Ib	0.84
45448							9.26251929	-37.41312644	50.78720163	4.63	1.101228581	F3/F5V	0.473
61789							12.6646004	-39.98724188	108.8139282	4.63	-0.5534224431	B8II/III	-0.082
73199							14.95975531	65.93238126	121.9512195	4.63	-0.8009307381	M5III	1.59
78662	Nor	Norma		Iot1		ι1 Nor	16.05895029	-57.77487351	42.99226139	4.63	1.463048552	A7IV	0.252
90797	Pav	Pavo		Nu		ν Pav	18.52289626	-62.27819116	146.8428781	4.63	-1.20426444	B8III	-0.116
37648	Pup	Puppis		1	1 Pup		7.72566545	-28.41095714	299.4011976	4.63	-2.751267666	K5III	1.632
77635	Sco	Scorpius		1	1 Sco		15.84965378	-25.75123489	160	4.63	-1.390599913	B1.5Vn	-0.072
92512	Dra	Draco		47Omi	47 Dra	ο Dra	18.85333516	59.38828895	98.81422925	4.63	-0.3440974375	K0II-III SB	1.185
13914	Ari	Aries		48Eps	48 Ari	ε Ari	2.98687051	21.34044477	89.68609865	4.63	-0.1336256631	A2Vs	0.048
66738	UMa	Ursa Major		83	83 UMa		13.67897014	54.68166149	168.3501684	4.63	-1.501067775	M2IIIvar	1.63
118131	Peg	Pegasus		84Psi	84 Peg	ψ Peg	23.96265266	25.14147936	132.6259947	4.63	-0.9831432707	M3III	1.584
67234							13.77760234	-51.43269771	78.86435331	4.64	0.1555962677	G8/K0III	0.955
76829							15.68653215	-44.66055926	17.51620249	4.64	3.422800215	F5IV-V	0.413
113919	And	Andromeda		3	3 And		23.06967548	50.05168397	54.94505495	4.64	0.9403569399	K0III	1.058
101589	Del	Delphinus		4Zet	4 Del	ζ Del	20.58847449	14.67418482	69.63788301	4.64	0.4257721995	A3V	0.12
22845	Ori	Orion		7Pi 1	7 Ori	π1 Ori	4.91491781	10.15114511	36.98224852	4.64	1.800033436	A0V	0.085
76669	CrB	Corona Borealis		7Zet1	7 CrB	ζ1 CrB	15.65630105	36.63582763	145.137881	4.64	-1.168903891	B7V+...	-0.103
111674	Lac	Lacerta		9	9 Lac		22.62290716	51.54537399	52.77044855	4.64	1.028046072	A8IV	0.254
82369	Oph	Ophiuchus		20	20 Oph		16.83054809	-10.78280069	36.98224852	4.64	1.800033436	F7IV	0.478
95585	Aql	Aquila		32Nu	32 Aql	ν Aql	19.44196935	0.33857566	3571.428571	4.64	-8.124209843	F2Ib	0.576
18216	Eri	Eridanus		33Tau8	33 Eri	τ8 Eri	3.89518971	-24.61221253	118.2033097	4.64	-0.7231481848	B5V	-0.136
28716	Ori	Orion		62Chi2	62 Ori	χ2 Ori	6.06532876	20.13845865	10000	4.64	-10.36	B2Iavar	0.236
84606	Her	Hercules		69	69 Her		17.29452385	37.29134328	54.52562704	4.64	0.9569966567	A2V	0.043
88765	Oph	Ophiuchus		71	71 Oph		18.12176509	8.73379361	72.93946025	4.64	0.3251872739	G8III-IV	0.951
27890							5.90163891	-63.09102096	27.27024816	4.65	2.47155455	K1III/IV	1.022
35363							7.30511135	-36.7339666	259.7402597	4.65	-2.422696353	B2V+...	-0.099
36514							7.51183613	-30.96228313	537.6344086	4.65	-4.002435279	G2Ib...	0.904
36917							7.58970478	-28.36927798	68.96551724	4.65	0.4568400112	B8V	-0.111
51192							10.45679951	-57.63881373	10000000	4.65	-10.35	A6Ia	0.474
78639	Nor	Norma		Eta		η Nor	16.05357227	-49.22972074	66.8002672	4.65	0.5261090017	G8III	0.902
58590	Vir	Virgo		8Pi	8 Vir	π Vir	12.01455285	6.61439464	109.1703057	4.65	-0.5405226317	A5V	0.122
23607	Ori	Orion		11	11 Ori		5.07614954	15.40418059	122.6993865	4.65	-0.7942119563	A0p Si	-0.064
12719	Ari	Aries		35	35 Ari		2.72419735	27.70717078	113.3786848	4.65	-0.6226570743	B3V	-0.122
21273	Tau	Taurus		86Rho	86 Tau	ρ Tau	4.56412643	14.84448749	46.75081814	4.65	1.301053923	A8V	0.255
35205							7.27638928	-27.88127313	138.8888889	4.66	-1.053337518	M2III	1.589
44626							9.09399501	-70.53852074	331.1258278	4.66	-2.939965285	B2IVe	-0.149
62012							12.70987809	-48.81303493	57.7700751	4.66	0.8514853394	K0III	1.075
89678							18.30088554	-27.04263452	214.5922747	4.66	-1.998070417	K3III	1.629
88567	Sgr	Sagittarius		Gam1		γ1 Sgr	18.08367292	-29.5800762	636.9426752	4.66	-4.360501738	G0Ib/II	0.774
90135	Sct	Scutum		Zet		ζ Sct	18.3943205	-8.93451038	58.54800937	4.66	0.8224393318	K0III	0.932
76705	Lup	Lupus		3Psi1	3 Lup	ψ1 Lup	15.66277079	-34.41189273	75.07507508	4.66	0.2825211242	G8/K0III	0.964
31978	Mon	Monoceros		15	15 Mon		6.6829614	9.89576021	313.4796238	4.66	-2.821046585	O7	-0.233
98543	Vul	Vulpecula		15	15 Vul		20.01833614	27.75356392	68.16632584	4.66	0.4921505692	A4III	0.184
33302	CMa	Canis Major		19Pi	19 CMa	π CMa	6.92705526	-20.13659348	29.23121894	4.66	2.330765371	F2IV/V	0.374
61740	Vir	Virgo		26Chi	26 Vir	χ Vir	12.65411457	-7.99550439	97.65625	4.66	-0.2885002168	K2III	1.24
42806	Cnc	Cancer		43Gam	43 Cnc	γ Cnc	8.72144808	21.46859609	48.59086492	4.66	1.227226852	A1IV	0.01
53295	UMa	Ursa Major		45Ome	45 UMa	ω UMa	10.89964055	43.19001538	81.83306056	4.66	0.0953560295	A1Vs	-0.039
8497	Cet	Cetus		53Chi	53 Cet	χ Cet	1.82644197	-10.68618074	23.61275089	4.66	2.794267073	F3III	0.333
5571	Psc	Pisces		84Chi	84 Psc	χ Psc	1.19088726	21.03467568	134.7708895	4.66	-0.9879804736	K0III	1.024
103738	Mic	Microscopium		Gam		γ Mic	21.02151713	-32.25776681	68.54009596	4.67	0.4902764595	G8III	0.89
90595	Sct	Scutum		Gam		γ Sct	18.48662553	-14.56580499	89.36550492	4.67	-0.0858495674	A1IV/V	0.076
91919	Lyr	Lyra		4Eps1	4 Lyr	ε1 Lyr	18.73898258	39.66997686	49.75124378	4.67	1.185980287	F1V	0.17
45075	UMa	Ursa Major		14Tau	14 UMa	τ UMa	9.18192532	63.51378087	37.32736096	4.67	1.809863568	Am	0.381
40167	Cnc	Cancer		16Zet2	16 Cnc	ζ2 Cnc	8.20353023	17.64813756	25.56890821	4.67	2.63143908	G0V	0.531
28910	Lep	Lepus		18The	18 Lep	θ Lep	6.10259278	-14.93528629	52.24660397	4.67	1.079709667	A0V	0.046
16244	Per	Perseus		34	34 Per		3.48945286	49.50901919	171.2328767	4.67	-1.497935764	B3V	-0.096
19811	Per	Perseus		52	52 Per		4.24814171	40.48372394	192.3076923	4.67	-1.749983282	G5II comp	1.007
96100	Dra	Draco		61Sig	61 Dra	σ Dra	19.53905179	69.66540172	5.766680122	4.67	5.865370691	K0V	0.786
5742	Psc	Pisces		85Phi	85 Psc	φ Psc	1.22914867	24.58376482	115.7407407	4.67	-0.6474312876	K0III...	1.047
21683	Tau	Taurus		92Sig2	92 Tau	σ2 Tau	4.65456995	15.9180242	48.75670405	4.67	1.229828302	A5Vn	0.147
88128	Her	Hercules		93	93 Her		18.00095018	16.75094481	201.2072435	4.67	-1.848218056	K0II-III	1.254
43878							8.93868834	-52.72351071	115.2073733	4.68	-0.6274013741	B5V	-0.115
47310							9.6409403	4.64941422	84.03361345	4.68	0.057734807	K3III	1.31
80047	Aps	Apus		Del1		δ1 Aps	16.33912085	-78.69565609	234.741784	4.68	-2.172952005	M5III	1.68
8928	Hyi	Hydrus		Eta2		η2 Hyi	1.91555967	-67.64748114	66.4893617	4.68	0.5662391813	G5III	0.931
9677	For	Fornax		Nu		ν For	2.07484168	-29.29683966	110.7419712	4.68	-0.5415612484	B9.5p (Si)	-0.156
96683	Cyg	Cygnus		12Phi	12 Cyg	φ Cyg	19.65627897	30.1532335	76.92307692	4.68	0.2497167615	G8III-IV...	0.971
13879	Per	Perseus		22Pi	22 Per	π Per	2.97934735	39.66282739	99.8003992	4.68	-0.3156613923	A2Vn	0.065
106786	Aqr	Aquarius		23Xi	23 Aqr	ξ Aqr	21.62917834	-7.85414212	54.7645126	4.68	0.987503866	A7V	0.175
66234	CVn	Canes Venatici		24	24 CVn		13.5742704	49.01590606	58.41121495	4.68	0.8475188017	A5V	0.132
49029	Leo	Leo		29Pi	29 Leo	π Leo	10.00356231	8.04427686	161.0305958	4.68	-1.354541999	M2III	1.589
52098	LMi	Leo Minor		37	37 LMi		10.64533684	31.97622008	145.3488372	4.68	-1.132057809	G0II	0.823
7294	Cas	Cassiopeia		39Chi	39 Cas	χ Cas	1.56553499	59.23209665	62.6566416	4.68	0.6951644351	K0III	0.991
112211	Aqr	Aquarius		66	66 Aqr		22.72645904	-18.83030716	148.5884101	4.68	-1.179924679	K3III	1.358
66006	Vir	Virgo		74	74 Vir		13.53276278	-6.25571065	132.4503311	4.68	-0.9302652419	M3III	1.606
37173							7.63834649	-25.36478805	168.9189189	4.69	-1.448391466	B8IV	-0.1
38089							7.80562435	-47.07753199	69.63788301	4.69	0.4757721995	K0III	1.039
52102							10.6458368	-59.18299905	568.1818182	4.69	-4.082436661	K4/K5III:	1.562
108870	Ind	Indus		Eps		ε Ind	22.05484433	-56.77980602	3.626341746	4.69	6.892656352	K5V	1.056
62268	Cru	Crux		Iot		ι Cru	12.76053228	-60.98116057	38.21169278	4.69	1.779018613	K1III	1.049
116389	Phe	Phoenix		Iot		ι Phe	23.58459182	-42.61510105	83.89261745	4.69	0.071381277	A2V	0.078
24813	Aur	Auriga		15Lam	15 Aur	λ Aur	5.31891066	40.10066732	12.64542236	4.69	4.180333303	G0V	0.63
39211	Mon	Monoceros		28	28 Mon		8.0203601	-1.39242418	144.9275362	4.69	-1.115754546	K4III	1.475
20732	Tau	Taurus		73Pi	73 Tau	π Tau	4.44343799	14.71385764	139.4700139	4.69	-1.032404222	G8III	0.979
107136	Cyg	Cygnus		80Pi 1	80 Cyg	π1 Cyg	21.70157213	51.1896271	515.4639175	4.69	-3.87099135	B3IV	-0.119
24927							5.34080881	-21.23973932	140.6469761	4.7	-1.040651996	A0V	-0.048
113116							22.90677342	84.34611856	119.760479	4.7	-0.6915676226	K4III	1.418
91726	Sct	Scutum		Del		δ Sct	18.7045617	-9.05255357	57.33944954	4.7	0.907732403	F2IIIp d Del	0.358
56922	Hya	Hydra		Omi		ο Hya	11.67022789	-34.7446553	151.7450683	4.7	-1.205572927	B9V	-0.07
82671	Sco	Scorpius		Zet1		ζ1 Sco	16.89992424	-42.36201968	10000000	4.7	-10.3	B1Iae	0.444
104521	Equ	Equuleus		5Gam	5 Equ	γ Equ	21.17235307	10.13194861	35.23608175	4.7	1.965061956	F0p	0.262
56633	Crt	Crater		21The	21 Crt	θ Crt	11.61137458	-9.80225368	93.45794393	4.7	-0.1530811116	B9.5Vn	-0.073
98066	Sgr	Sagittarius		58Ome	58 Sgr	ω Sgr	19.93061806	-26.29968718	23.79252915	4.7	2.81779695	G3/G5III	0.748
116247	Aqr	Aquarius		101	101 Aqr		23.55461808	-20.91452506	98.23182711	4.7	-0.26126111	A0V	0.02
63945							13.10464732	-48.46325358	126.9035533	4.71	-0.8073689126	B5V	-0.148
68191							13.96081578	-63.68661603	64.06149904	4.71	0.6770145153	K4III	1.075
105140	Mic	Microscopium		Eps		ε Mic	21.29895737	-32.17248551	50.60728745	4.71	1.188934701	A0V	0.07
16245	Ret	Reticulum		Kap		κ Ret	3.48949623	-62.93843436	21.43622722	4.71	3.05425824	F5IV-V	0.41
46026	Pyx	Pyxis		Lam		λ Pyx	9.38676009	-28.83392305	55.80357143	4.71	0.9766900266	G8III	0.892
45902	Pyx	Pyxis		The		θ Pyx	9.35822189	-25.96541642	160	4.71	-1.310599913	M0III	1.633
23693	Dor	Dorado		Zet		ζ Dor	5.09185843	-57.47298928	11.6509379	4.71	4.378195563	F7V	0.526
22667	Ori	Orion		4Omi1	4 Ori	ο1 Ori	4.87554547	14.25077828	166.1129568	4.71	-1.392017544	M3Sv	1.773
25984	Aur	Auriga		25Chi	25 Aur	χ Aur	5.54546505	32.1920314	1250	4.71	-5.774550065	B5Iab	0.281
57283	Crt	Crater		27Zet	27 Crt	ζ Crt	11.74604415	-18.35061467	107.4113856	4.71	-0.4452515951	G8III	0.958
25737	Ori	Orion		31	31 Ori		5.49555043	-1.09217557	139.8601399	4.71	-1.018469791	K5III	1.592
97938	Aql	Aquila		59Xi	59 Aql	ξ Aql	19.90411715	8.46165027	62.6566416	4.71	0.7251644351	K0III	1.023
114375	Aqr	Aquarius		89	89 Aqr		23.16524358	-22.45759248	159.7444089	4.71	-1.307128334	A3IV:	0.674
13954	Cet	Cetus		91Lam	91 Cet	λ Cet	2.99524897	8.90740111	130.0390117	4.71	-0.860368301	B6III	-0.109
46371							9.4550826	-22.3434176	53.96654074	4.72	1.059377097	K1III	1.154
51438							10.50557641	-71.99271995	79.36507937	4.72	0.2218527256	A2III	0.042
51658							10.55388811	40.42554046	34.32887058	4.72	2.041702423	A7IV	0.222
29276	Pic	Pictor		Del		δ Pic	6.17164253	-54.96866057	507.6142132	4.72	-3.807668869	B0.5IV	-0.229
58867	Cru	Crux		The2		θ2 Cru	12.07201048	-63.16571094	230.9468822	4.72	-2.097560518	B2IV	-0.081
78592	Her	Hercules		6Ups	6 Her	υ Her	16.0466253	46.03685378	115.2073733	4.72	-0.5874013741	B9III	-0.094
60202	Com	Coma Berenices		11	11 Com		12.34530365	17.79265307	110.619469	4.72	-0.4991578476	G8III	1.01
40084	Pup	Puppis		19	19 Pup		8.18786703	-12.92701835	56.6893424	4.72	0.952492904	K0III	0.939
64844	CVn	Canes Venatici		20	20 CVn		13.2923992	40.57256275	87.79631255	4.72	0.0026186204	F3III	0.306
25044	Ori	Orion		22	22 Ori		5.36270768	-0.38246922	395.256917	4.72	-3.264397394	B2IV-V	-0.168
51056	LMi	Leo Minor		30	30 LMi		10.43190753	33.79626364	63.45177665	4.72	0.7077810658	F0V	0.26
27639	Aur	Auriga		31Ups	31 Aur	υ Aur	5.85066951	37.30568175	145.7725948	4.72	-1.098379422	M1III	1.621
6692	Cas	Cassiopeia		36Psi	36 Cas	ψ Cas	1.4321956	68.12994739	59.20663114	4.72	0.8581482479	K0III	1.047
84514	Oph	Ophiuchus		41	41 Oph		17.27686266	-0.44514192	66.8002672	4.72	0.5961090017	K2III	1.119
107188	Cap	Capricornus		43Kap	43 Cap	κ Cap	21.71094923	-18.86630105	89.12655971	4.72	-0.0300357154	G8III	0.868
40096							8.19052689	-42.98728888	1428.571429	4.73	-6.0445098	A7Ib	0.164
78914	Nor	Norma		Del		δ Nor	16.10817322	-45.17327517	37.86444529	4.73	1.838842006	Am	0.23
103045	Aqr	Aquarius		6Mu	6 Aqr	μ Aqr	20.87755716	-8.98323782	47.59638267	4.73	1.342130262	A3m	0.325
79119	CrB	Corona Borealis		16Tau	16 CrB	τ CrB	16.14953571	36.49010935	34.6740638	4.73	2.02997628	K0III-IV	1.015
33202	Gem	Gemini		38	38 Gem		6.91072051	13.17801628	27.94076558	4.73	2.498808492	F0Vp	0.321
53907	Leo	Leo		61	61 Leo		11.03046358	-2.48449705	157.7287066	4.73	-1.259553711	K5III	1.593
11313	And	Andromeda		65	65 And		2.42705582	50.27866588	105.7082452	4.73	-0.390544318	K4III	1.532
12413							2.66331092	-42.89163328	39.76143141	4.74	1.742689947	A2V	0.061
15520							3.33312687	65.65232717	245.7002457	4.74	-2.212027954	B2.5Vne	-0.108
39903							8.15023843	-61.3017058	21.39037433	4.74	3.088908076	F5V	0.437
42624							8.68698335	-47.31714129	581.3953488	4.74	-4.082357766	A5II	0.137
69191							14.16526573	-53.43872584	55.77244841	4.74	1.007901448	G8III	0.938
116602							23.63081536	-45.49232134	61.50061501	4.74	0.7956027063	A2V	0.082
93542	CrA	Corona Austrina		Zet		ζ CrA	19.05189794	-42.09499443	56.33802817	4.74	0.985991787	A0Vn	-0.027
88116	Sgr	Sagittarius		4	4 Sgr		17.99654353	-23.81601126	133.8688086	4.74	-0.8933969909	B9V	-0.03
96052	Cyg	Cygnus		8	8 Cyg		19.52953362	34.45297707	192.3076923	4.74	-1.679983282	B3IV	-0.15
44390	UMa	Ursa Major		8Rho	8 UMa	ρ UMa	9.04242386	67.62957486	88.10572687	4.74	0.0149793076	M3III	1.542
2505	Cas	Cassiopeia		14Lam	14 Cas	λ Cas	0.52953275	54.52232473	108.6956522	4.74	-0.4410608633	B8Vn	-0.098
16341	Eri	Eridanus		17	17 Eri		3.51029163	-5.07516332	116.6861144	4.74	-0.5950958904	B9Vs	-0.092
108874	Aqr	Aquarius		31Omi	31 Aqr	ο Aqr	22.05523045	-2.15533588	116.8224299	4.74	-0.5976311766	B7IVe	-0.1
77661	Ser	Serpens		38Rho	38 Ser	ρ Ser	15.85442865	20.97787548	121.0653753	4.74	-0.6750997634	K5III	1.534
103632	Cyg	Cygnus		59	59 Cyg		20.99709729	47.52094507	344.8275862	4.74	-2.948010011	B1ne	-0.084
64924	Vir	Virgo		61	61 Vir		13.30693666	-18.30861062	8.52514919	4.74	5.086490061	G5V	0.709
11783	Cet	Cetus		76Sig	76 Cet	σ Cet	2.53479923	-15.2443199	25.81977795	4.74	2.680237485	F5V	0.454
6193	Psc	Pisces		90Ups	90 Psc	υ Psc	1.3244383	27.26408682	95.32888465	4.74	-0.156122559	A3V	0.032
35020							7.24392901	-48.27192832	108.6956522	4.75	-0.4310608633	B8/B9V	-0.091
57581	Mus	Musca		Mu		μ Mus	11.80402484	-66.81487085	132.4503311	4.75	-0.8602652419	K4III	1.522
101612	Pav	Pavo		Phi1		φ1 Pav	20.59299116	-60.58129819	27.57099531	4.75	2.547737778	F1III	0.291
67786	Cen	Centaurus		4	4 Cen		13.88681897	-31.92758624	205.338809	4.75	-1.812355194	B4IV	-0.111
76945	Lup	Lupus		4Psi2	4 Lup	ψ2 Lup	15.7113992	-34.71033325	121.3592233	4.75	-0.6703639415	B5V	-0.151
69713	Boo	Boötes		21Iot	21 Boo	ι Boo	14.26946375	51.36701398	29.81514609	4.75	2.377815291	A9V	0.236
115088	Cep	Cepheus		34Omi	34 Cep	ο Cep	23.3103908	68.11141807	64.5994832	4.75	0.6988547817	K0III	0.836
76880	Lib	Libra		43Kap	43 Lib	κ Lib	15.69911629	-19.67857446	122.5490196	4.75	-0.6915492062	K5III	1.574
29997							6.3141055	69.3200343	53.9083558	4.76	1.10171957	A0Vn	0.025
38901							7.96114215	-30.33458703	442.4778761	4.76	-3.469457804	A7III	0.151
47522							9.68806276	-23.59152139	152.4390244	4.76	-1.155480803	B5V	-0.117
52370							10.70392889	-64.4664538	139.8601399	4.76	-0.968469791	B3V	-0.139
67665							13.86319154	34.44431774	185.1851852	4.76	-1.578031201	K5III	1.611
70264							14.37697832	-58.45915834	86.50519031	4.76	0.0747891704	G8/K1 + F/G	0.795
86486	Ara	Ara		Lam		λ Ara	17.67325897	-49.41515481	21.87226597	4.76	3.060531109	F3IV	0.415
2472	Phe	Phoenix		Lam1		λ1 Phe	0.52357113	-48.80356171	52.71481286	4.76	1.150336654	A0V	0.018
13244	Hyi	Hydrus		Nu		ν Hyi	2.84126023	-75.06688108	100.8064516	4.76	-0.2574416392	K3III	1.337
84969	Aps	Apus		Zet		ζ Aps	17.36653743	-67.7706496	95.60229446	4.76	-0.1423415773	K1III	1.194
94703	Vul	Vulpecula		1	1 Vul		19.27028877	21.39044277	279.3296089	4.76	-2.470584867	B4IV	-0.058
13288	Eri	Eridanus		2Tau2	2 Eri	τ2 Eri	2.85065164	-21.0039789	56.02240896	4.76	1.018191102	K0III	0.906
60485	CVn	Canes Venatici		5	5 CVn		12.40041175	51.56222925	120.4819277	4.76	-0.6446095381	G7III	0.877
106801	Cep	Cepheus		9	9 Cep		21.63200744	62.08194667	1388.888889	4.76	-5.953337518	B2Ib	0.246
63355	Com	Coma Berenices		36	36 Com		12.98207385	17.40936063	91.65902841	4.76	-0.0508762471	M0III	1.568
55266	UMa	Ursa Major		55	55 UMa		11.31887317	38.18572227	56.11672278	4.76	1.014538499	A2V	0.113
27750	Ori	Orion		56	56 Ori		5.87401187	1.8551579	341.2969283	4.76	-2.905661898	K2IIvar	1.382
114155	Peg	Pegasus		56	56 Peg		23.11853866	25.46833959	164.7446458	4.76	-1.324056545	K0IIp	1.285
65639	Vir	Virgo		69	69 Vir		13.45756613	-15.97363075	79.17656374	4.76	0.2670167528	K1IIICN...	1.096
14382							3.09234047	56.7055481	62.69592476	4.77	0.783803437	K0II-III	1.018
98761							20.05928093	-37.94049103	124.2236025	4.77	-0.7010205982	K4III	1.417
112519							22.79137428	83.15371558	99.40357853	4.77	-0.2170100964	K3III	1.257
100310	Cap	Capricornus		8Nu	8 Cap	ν Cap	20.34439076	-12.75904403	83.47245409	4.77	0.1622840903	B9IV	-0.047
101027	Cap	Capricornus		11Rho	11 Cap	ρ Cap	20.48100657	-17.81366828	30.26634383	4.77	2.365200193	F3V	0.386
32533	Mon	Monoceros		17	17 Mon		6.78884564	8.03728277	148.5884101	4.77	-1.089924679	K4III	1.396
3455	Cet	Cetus		17Phi1	17 Cet	φ1 Cet	0.73650151	-10.60927365	64.35006435	4.77	0.7272550723	K0IIIvar	0.998
45751	Hya	Hydra		26	26 Hya		9.32955521	-11.97488214	98.03921569	4.77	-0.1869991412	G8III	0.927
86201	Dra	Draco		28Ome	28 Dra	ω Dra	17.61585831	68.75718933	23.46316283	4.77	2.918067227	F5V	0.43
100044	Cyg	Cygnus		34	34 Cyg		20.29644567	38.0329471	1923.076923	4.77	-6.649983282	B2pe	0.377
62985	Vir	Virgo		40Psi	40 Vir	ψ Vir	12.9058817	-9.53894647	127.8772379	4.77	-0.7639662347	M3IIIvar	1.59
90905	Dra	Draco		45	45 Dra		18.54292285	57.04561627	884.9557522	4.77	-4.964607783	F7Ib	0.611
26563	Ori	Orion		49	49 Ori		5.64808105	-7.21270844	47.08097928	4.77	1.405772562	A4V	0.139
88404	Oph	Ophiuchus		69Tau	69 Oph	τ Oph	18.05136409	-8.18025785	52.02913632	4.77	1.188766917	F5V+...	0.41
56127	Leo	Leo		87	87 Leo		11.50524494	-3.00345887	185.1851852	4.77	-1.568031201	K4III	1.529
17587							3.76731462	63.34506772	245.0980392	4.78	-2.166699185	A3V...	0.747
21029							4.50932474	16.19407556	44.36557232	4.78	1.544769559	A6IV	0.17
26199							5.5840781	-6.00202867	571.4285714	4.78	-4.004809757	B0.5V	-0.248
40274							8.22486734	-35.89954225	300.3003003	4.78	-2.607778833	B2ne	-0.11
70104							14.34515304	-45.1868814	45.55808656	4.78	1.487172623	F0IV	0.31
92024							18.75746005	-64.87089771	29.23121894	4.78	2.450765371	A7V	0.199
87294	Sco	Scorpius		Iot2		ι2 Sco	17.83641944	-40.09042823	1136.363636	4.78	-5.497586639	A6Ib	0.259
47758	Ant	Antlia		The		θ Ant	9.73670284	-27.76956287	117.7856302	4.78	-0.5754615488	A7V+...	0.516
122	Oct	Octans		The		θ Oct	0.02662528	-77.06529438	67.70480704	4.78	0.6269024766	K2III	1.254
60351	Com	Coma Berenices		12	12 Com		12.37508865	25.84618178	83.82229673	4.78	0.1632022184	F8:p...	0.515
4147	Cet	Cetus		20	20 Cet		0.88346958	-1.1442206	159.2356688	4.78	-1.230201781	M0III	1.55
39847	Lyn	Lynx		27	27 Lyn		8.14097319	51.50667575	66.84491979	4.78	0.6546579676	A2V	0.048
110371	Peg	Pegasus		32	32 Peg		22.35536877	28.33051592	186.2197393	4.78	-1.570128572	B9III	-0.01
110882	Peg	Pegasus		35	35 Peg		22.46429917	4.6964107	49.04364885	4.78	1.327086129	K0III	1.039
50564	Leo	Leo		40	40 Leo		10.32897506	19.47143591	21.16850127	4.78	3.151549445	F6IV	0.452
70306	Hya	Hydra		51	51 Hya		14.38497437	-27.75373395	53.56186395	4.78	1.13572159	K3III	1.3
85755	Oph	Ophiuchus		51	51 Oph		17.52359746	-23.96258036	130.7189542	4.78	-0.8016928242	A0V	0.016
9977	And	Andromeda		58	58 And		2.1414294	37.85918337	60.67961165	4.78	0.8647860368	A5IV-V	0.12
64852	Vir	Virgo		60Sig	60 Vir	σ Vir	13.29341302	5.46984502	165.8374793	4.78	-1.318413439	M2III	1.638
23231	Eri	Eridanus		64	64 Eri		4.99880918	-12.5372045	89.20606601	4.78	0.028028063	F0V	0.267
41039							8.37547184	-48.49039742	462.962963	4.79	-3.537731244	B1V	-0.146
45856							9.34911953	-62.40463293	68.25938567	4.79	0.6191881235	G6III	0.926
87220							17.81957591	-31.70318435	186.2197393	4.79	-1.560128572	B8Ib/II	-0.028
99824							20.25441415	25.59196924	367.6470588	4.79	-3.03715548	B3V	-0.181
64661	Mus	Musca		Eta		η Mus	13.25416605	-67.8945633	124.3781095	4.79	-0.6837197563	B8V	-0.078
